maybe, definitely_not, false_positive
2 , 44171 , 0
0 , 44173 , 0
7 , 44166 , 0
0 , 42839 , 0
4 , 53634 , 0
12 , 43033 , 9
0 , 44173 , 0
4 , 44169 , 0
83 , 44090 , 82
46 , 42388 , 6
5 , 44168 , 5
4 , 44169 , 1
0 , 44173 , 0
19 , 44154 , 3
7 , 44166 , 7
14 , 62342 , 1
34 , 44139 , 21
0 , 44173 , 0
49 , 43721 , 46
14 , 61970 , 0
6 , 44129 , 1
0 , 44173 , 0
1 , 44172 , 0
4 , 44169 , 3
0 , 44173 , 0
13 , 44160 , 4
7 , 42704 , 2
16 , 44157 , 9
0 , 44173 , 0
7 , 60366 , 0
2 , 44171 , 2
7 , 43594 , 4
12 , 44161 , 12
4 , 44169 , 4
10 , 44163 , 0
3 , 51920 , 0
37 , 44136 , 12
0 , 44173 , 0
9 , 60066 , 6
166 , 61017 , 42
6 , 58919 , 3
1 , 44172 , 0
0 , 44173 , 0
79 , 61857 , 58
27 , 44146 , 26
39 , 61508 , 29
2 , 44171 , 0
4 , 44169 , 0
9 , 44164 , 8
27 , 45892 , 19
3 , 44170 , 3
10 , 44163 , 10
0 , 44173 , 0
9 , 44164 , 1
110 , 44066 , 56
0 , 44173 , 0
5 , 44168 , 2
53 , 44120 , 52
15 , 38160 , 2
0 , 44173 , 0
5 , 44168 , 2
21 , 44152 , 16
15 , 44158 , 0
7 , 59723 , 0
123 , 62008 , 117
12 , 45952 , 3
2 , 44093 , 0
0 , 44173 , 0
5 , 44168 , 5
6 , 44167 , 5
2 , 44171 , 2
24 , 44149 , 7
31 , 48227 , 24
0 , 44173 , 0
3 , 44170 , 0
2 , 44171 , 0
0 , 42839 , 0
0 , 42839 , 0
1 , 44172 , 1
24 , 44149 , 3
0 , 44173 , 0
19 , 42189 , 0
10 , 45939 , 1
3 , 44170 , 1
1 , 44172 , 1
21 , 44163 , 19
8 , 44165 , 6
2 , 44171 , 0
33 , 44140 , 31
1 , 44172 , 0
27 , 43972 , 19
43 , 45932 , 28
1 , 44172 , 0
11 , 41669 , 4
0 , 44173 , 0
3 , 44170 , 0
1 , 42838 , 0
59 , 50126 , 41
53 , 62370 , 37
168 , 59503 , 13
13 , 54694 , 0
0 , 42839 , 0
11 , 58235 , 0
3 , 44187 , 0
1 , 44172 , 0
5 , 44168 , 3
66 , 61370 , 0
7 , 44166 , 0
52 , 62146 , 43
9 , 44164 , 4
0 , 44173 , 0
9 , 44164 , 6
3 , 44170 , 0
156 , 60519 , 143
1 , 44172 , 0
3 , 44170 , 3
1 , 44172 , 0
15 , 58231 , 0
1 , 44172 , 1
45 , 61001 , 6
28 , 44145 , 25
14 , 44067 , 9
5 , 44168 , 0
115 , 62180 , 102
0 , 42839 , 0
3 , 44171 , 0
160 , 43256 , 80
1 , 44172 , 0
4 , 44169 , 4
287 , 43886 , 285
72 , 62052 , 58
0 , 44173 , 0
10 , 43341 , 6
9 , 44164 , 8
60 , 59898 , 1
14 , 60359 , 2
8 , 44165 , 8
4 , 44169 , 4
4 , 44169 , 0
13 , 44160 , 10
7 , 44166 , 6
6 , 44167 , 6
53 , 60993 , 32
56 , 59558 , 4
8 , 44165 , 2
24 , 59912 , 4
61 , 44112 , 6
17 , 44157 , 0
2 , 44171 , 1
0 , 44173 , 0
2 , 44171 , 0
0 , 44173 , 0
3 , 44170 , 0
1 , 44172 , 0
5 , 44168 , 0
13 , 44160 , 0
1 , 44172 , 1
443 , 55754 , 410
17 , 60399 , 0
119 , 61436 , 94
164 , 62059 , 45
13 , 44160 , 13
6 , 60367 , 0
8 , 43771 , 5
3 , 44170 , 0
22 , 44151 , 0
14 , 44159 , 11
6 , 43936 , 2
26 , 44148 , 18
17 , 44156 , 0
0 , 44173 , 0
6 , 62160 , 0
56 , 61368 , 17
9 , 44164 , 9
5 , 42834 , 5
3 , 44170 , 1
14 , 53474 , 5
5 , 43681 , 0
123 , 44050 , 115
3 , 44170 , 0
0 , 44173 , 0
329 , 54084 , 307
21 , 60229 , 10
2 , 43841 , 0
1 , 44172 , 1
6 , 44167 , 2
16 , 57895 , 7
2 , 44171 , 1
3 , 44170 , 3
14 , 44159 , 0
5 , 62161 , 0
30 , 48328 , 17
13 , 44160 , 0
4 , 44169 , 0
8 , 44165 , 3
11 , 44162 , 0
48 , 62375 , 35
18 , 44155 , 3
14 , 44159 , 12
10 , 43481 , 4
218 , 60608 , 118
24 , 62399 , 7
10 , 44163 , 9
5 , 54740 , 0
5 , 43359 , 0
2 , 44171 , 0
3 , 44170 , 0
52 , 43958 , 7
3 , 44154 , 1
14 , 43367 , 1
10 , 44163 , 4
1 , 44172 , 0
6 , 44167 , 3
26 , 58090 , 9
50 , 44123 , 45
13 , 44160 , 12
22 , 49484 , 18
147 , 57110 , 128
34 , 44139 , 22
16 , 58100 , 0
48 , 59382 , 18
9 , 44164 , 9
28 , 51953 , 13
7 , 44166 , 5
9 , 44164 , 9
7 , 44166 , 4
1 , 44172 , 1
0 , 44173 , 0
4 , 44169 , 1
0 , 44173 , 0
11 , 59719 , 7
44 , 62379 , 12
12 , 43050 , 7
1 , 44172 , 1
16 , 44158 , 0
4 , 58921 , 1
0 , 44173 , 0
9 , 44164 , 2
15 , 40365 , 2
25 , 44148 , 0
6 , 61121 , 2
4 , 44169 , 3
25 , 62331 , 7
15 , 44158 , 11
2 , 42837 , 1
3 , 58922 , 0
4 , 44169 , 4
37 , 44136 , 31
1 , 44172 , 1
0 , 44173 , 0
109 , 61523 , 1
1 , 44172 , 0
1 , 44172 , 0
1 , 44172 , 1
6 , 44167 , 1
47 , 44126 , 1
2 , 44171 , 0
10 , 44163 , 0
12 , 43941 , 3
7 , 44166 , 3
156 , 55259 , 150
143 , 59565 , 19
1 , 44172 , 0
22 , 53343 , 9
2 , 44171 , 0
33 , 44140 , 11
1 , 44172 , 0
41 , 44133 , 33
19 , 44154 , 0
270 , 61592 , 18
3 , 52020 , 0
2 , 44171 , 2
7 , 44171 , 0
7 , 58918 , 4
16 , 44157 , 0
5 , 44168 , 0
21 , 45954 , 5
1 , 44172 , 0
32 , 44141 , 30
10 , 44163 , 1
544 , 61058 , 467
2 , 44171 , 2
7 , 49070 , 3
3 , 44170 , 1
10 , 44163 , 9
1 , 42838 , 0
23 , 41869 , 0
1 , 44172 , 0
22 , 62401 , 8
10 , 44163 , 10
7 , 46965 , 1
2 , 44176 , 0
1 , 44172 , 0
36 , 59694 , 1
37 , 44136 , 36
20 , 44153 , 15
2 , 44171 , 0
0 , 44173 , 0
1 , 44172 , 0
3 , 44170 , 0
17 , 44156 , 0
376 , 55633 , 371
26 , 47403 , 2
29 , 44012 , 0
7 , 44166 , 6
7 , 58109 , 2
3 , 44170 , 3
7 , 44166 , 6
40 , 58959 , 8
72 , 61892 , 31
17 , 44156 , 17
0 , 44173 , 0
43 , 44009 , 41
0 , 44173 , 0
0 , 44173 , 0
3 , 44170 , 0
1 , 44172 , 1
30 , 44162 , 14
9 , 44172 , 1
17 , 44156 , 0
4 , 44169 , 0
0 , 44173 , 0
4 , 44169 , 4
12 , 62187 , 1
4 , 44169 , 2
3 , 58922 , 0
0 , 44173 , 0
1 , 44172 , 0
258 , 61918 , 62
2 , 44171 , 0
1 , 42838 , 0
3 , 43349 , 0
4 , 43581 , 0
37 , 53132 , 31
7 , 51916 , 0
13 , 44160 , 13
1 , 44172 , 0
12 , 44162 , 0
1 , 44172 , 1
93 , 61991 , 6
2 , 44171 , 1
0 , 44173 , 0
3 , 44170 , 3
118 , 62268 , 76
95 , 45660 , 78
0 , 44173 , 0
16 , 44157 , 0
6 , 44174 , 1
34 , 44139 , 33
7 , 50823 , 0
22 , 56579 , 8
8 , 44165 , 8
2 , 44171 , 0
34 , 50480 , 18
67 , 44106 , 51
19 , 62315 , 7
14 , 44159 , 3
46 , 41569 , 41
25 , 54752 , 0
1 , 44172 , 0
1 , 44172 , 0
6 , 43918 , 1
9 , 53629 , 3
10 , 44163 , 10
45 , 60161 , 27
35 , 44138 , 26
5 , 44168 , 2
26 , 44147 , 24
49 , 45915 , 38
10 , 44163 , 1
3 , 44170 , 0
40 , 61006 , 19
3 , 44170 , 1
12 , 44161 , 9
0 , 44173 , 0
0 , 44173 , 0
9 , 44164 , 6
0 , 44173 , 0
9 , 44164 , 9
1 , 44172 , 1
2 , 44171 , 1
343 , 43830 , 341
4 , 44169 , 1
10 , 41670 , 3
1 , 44172 , 0
24 , 60051 , 18
1 , 42838 , 1
28 , 43699 , 0
7 , 44166 , 6
0 , 42839 , 0
6 , 44167 , 5
10 , 43213 , 4
10 , 44164 , 5
4 , 56593 , 0
0 , 44173 , 0
0 , 42839 , 0
19 , 44154 , 15
27 , 62097 , 8
8 , 44165 , 2
17 , 44156 , 16
1 , 44172 , 1
7 , 53707 , 0
0 , 44173 , 0
1 , 44172 , 0
28 , 44145 , 10
7 , 44166 , 0
11 , 44162 , 10
1 , 44172 , 0
0 , 44173 , 0
59 , 55385 , 35
36 , 43650 , 3
2 , 42837 , 2
15 , 44158 , 15
3 , 44170 , 0
1 , 44172 , 0
109 , 58444 , 104
13 , 45951 , 3
1 , 44172 , 0
2 , 44145 , 0
7 , 44166 , 2
1 , 42838 , 0
22 , 44017 , 0
6 , 44167 , 5
0 , 42839 , 0
19 , 39043 , 0
0 , 44173 , 0
26 , 44147 , 10
0 , 44173 , 0
19 , 32341 , 0
9 , 44164 , 0
6 , 43893 , 0
1 , 44172 , 0
0 , 44173 , 0
1 , 44172 , 1
8 , 44165 , 0
8 , 44165 , 3
27 , 44146 , 24
6 , 62160 , 1
6 , 44167 , 5
4 , 44169 , 0
0 , 42839 , 0
54 , 61423 , 39
34 , 44139 , 14
2 , 44171 , 0
11 , 44162 , 7
3 , 44170 , 0
61 , 44112 , 54
1 , 44172 , 1
45 , 58151 , 35
53 , 61370 , 14
1 , 44172 , 0
4 , 44169 , 0
1 , 44172 , 0
2 , 44171 , 0
1 , 44172 , 0
15 , 44158 , 13
90 , 60476 , 31
8 , 44165 , 2
2 , 44171 , 1
3 , 44170 , 3
5 , 44168 , 0
1 , 44172 , 0
14 , 44159 , 13
111 , 44088 , 55
56 , 62078 , 12
34 , 44139 , 31
15 , 44065 , 0
26 , 59288 , 20
11 , 44162 , 0
54 , 44119 , 53
8 , 43807 , 2
45 , 51141 , 22
1 , 44172 , 0
3 , 44170 , 0
0 , 42839 , 0
7 , 44122 , 0
6 , 55252 , 1
3 , 44170 , 3
32 , 44141 , 29
34 , 44139 , 20
10 , 44163 , 0
5 , 44168 , 1
31 , 61763 , 3
25 , 56074 , 12
228 , 60302 , 9
0 , 44173 , 0
25 , 43975 , 13
1 , 44172 , 0
3 , 54194 , 0
6 , 44167 , 0
1 , 44172 , 0
3 , 44170 , 2
4 , 44169 , 3
3 , 44170 , 3
7 , 58109 , 0
167 , 59857 , 53
13 , 44181 , 6
5 , 58111 , 1
32 , 54670 , 25
2 , 44171 , 1
4 , 54193 , 1
19 , 44154 , 0
18 , 62316 , 1
5 , 44168 , 5
32 , 48934 , 17
0 , 42839 , 0
22 , 44151 , 11
191 , 43982 , 189
0 , 44173 , 0
1 , 44172 , 1
3 , 44170 , 0
1 , 44172 , 0
15 , 44158 , 11
3 , 43840 , 0
63 , 44110 , 63
0 , 42839 , 0
16 , 62150 , 1
4 , 43938 , 0
34 , 59740 , 21
5 , 44168 , 0
9 , 55296 , 2
11 , 44162 , 8
0 , 44173 , 0
4 , 44169 , 0
13 , 44160 , 7
13 , 44160 , 3
2 , 44171 , 0
1 , 44172 , 0
29 , 44144 , 0
16 , 61030 , 7
1 , 44172 , 0
2 , 44171 , 2
7 , 44166 , 3
1 , 44172 , 0
8 , 44165 , 5
109 , 60950 , 103
0 , 44173 , 0
11 , 44162 , 8
10 , 44163 , 7
15 , 44158 , 12
20 , 56577 , 5
15 , 44158 , 8
4 , 44169 , 0
36 , 44137 , 34
6 , 44167 , 4
19 , 59439 , 16
6 , 58273 , 3
1 , 44172 , 0
0 , 42839 , 0
0 , 44173 , 0
0 , 42839 , 0
0 , 44173 , 0
1 , 42838 , 0
27 , 44123 , 1
11 , 44162 , 9
0 , 42839 , 0
3 , 44170 , 0
6 , 44167 , 3
56 , 52548 , 40
4 , 44169 , 3
13 , 44160 , 9
6 , 44167 , 3
8 , 44165 , 2
4 , 44169 , 4
24 , 44149 , 11
5 , 58920 , 2
1 , 50867 , 0
2 , 42819 , 0
2 , 44171 , 0
3 , 44170 , 1
1 , 44172 , 1
8 , 57877 , 1
740 , 57598 , 729
13 , 60360 , 1
4 , 44169 , 3
8 , 44165 , 0
4 , 44169 , 0
0 , 44173 , 0
5 , 44167 , 3
402 , 60096 , 49
19 , 59917 , 1
262 , 43802 , 253
0 , 44173 , 0
12 , 55472 , 0
8 , 44165 , 5
18 , 42707 , 0
1 , 44172 , 1
26 , 43274 , 23
0 , 42839 , 0
48 , 62375 , 21
27 , 44146 , 12
0 , 44173 , 0
3 , 44170 , 0
32 , 60509 , 9
6 , 44167 , 5
6 , 58617 , 3
72 , 61672 , 2
0 , 44173 , 0
203 , 60139 , 15
9 , 58107 , 0
1 , 44172 , 0
14 , 44159 , 9
82 , 60531 , 14
0 , 44173 , 0
3 , 43895 , 1
2 , 44171 , 2
6 , 44167 , 1
4 , 58921 , 1
2 , 44171 , 1
1 , 44172 , 1
31 , 58574 , 18
7 , 58109 , 0
21 , 58772 , 8
4 , 42835 , 4
1 , 44172 , 1
6 , 44167 , 6
7 , 44166 , 0
1 , 44172 , 1
4 , 57117 , 0
14 , 61032 , 5
17 , 61029 , 10
0 , 44173 , 0
212 , 62182 , 76
8 , 44156 , 3
0 , 42839 , 0
0 , 44173 , 0
107 , 62279 , 44
10 , 44163 , 8
1 , 44172 , 0
11 , 60664 , 0
7 , 43885 , 0
0 , 44173 , 0
0 , 44173 , 0
0 , 42839 , 0
1 , 44172 , 0
7 , 44166 , 0
4 , 58921 , 1
4 , 58921 , 1
11 , 44162 , 1
18 , 44155 , 17
193 , 59188 , 166
0 , 44173 , 0
4 , 44169 , 2
2 , 44171 , 2
0 , 44173 , 0
164 , 62107 , 118
14 , 44130 , 0
13 , 44160 , 12
95 , 50419 , 76
9 , 44164 , 2
29 , 58900 , 0
11 , 44162 , 4
40 , 44848 , 8
17 , 44156 , 17
6 , 44167 , 0
102 , 44071 , 99
1 , 44172 , 0
0 , 44173 , 0
1 , 44172 , 0
88 , 43677 , 1
28 , 58218 , 11
0 , 44173 , 0
3 , 44170 , 2
11 , 44162 , 0
19 , 44154 , 5
8 , 44165 , 8
16 , 43397 , 2
7 , 57432 , 4
10 , 43648 , 0
0 , 44173 , 0
6 , 44167 , 0
16 , 60256 , 6
0 , 42839 , 0
0 , 42839 , 0
2 , 44171 , 2
38 , 59422 , 2
8 , 62216 , 0
14 , 44159 , 13
0 , 42839 , 0
23 , 44150 , 11
63 , 50715 , 50
8 , 44165 , 1
2 , 44171 , 0
110 , 44063 , 15
1 , 44172 , 1
0 , 44173 , 0
120 , 61816 , 16
1 , 44172 , 0
83 , 44090 , 81
2 , 44145 , 0
1 , 44172 , 1
18 , 61187 , 0
14 , 62110 , 2
11 , 44162 , 2
46 , 44127 , 42
7 , 44166 , 7
2 , 44171 , 2
22 , 44151 , 16
0 , 44173 , 0
7 , 44166 , 5
1 , 42838 , 0
4 , 44169 , 3
30 , 60457 , 6
6 , 44167 , 4
24 , 44149 , 24
6 , 44167 , 0
0 , 44173 , 0
19 , 43987 , 0
42 , 43597 , 22
11 , 44162 , 11
20 , 44153 , 4
37 , 43454 , 1
0 , 44173 , 0
3 , 42836 , 2
47 , 62077 , 25
17 , 60382 , 0
8 , 44165 , 3
328 , 60213 , 319
8 , 44165 , 2
5 , 44077 , 2
4 , 44169 , 0
15 , 62408 , 1
20 , 44156 , 15
2 , 44171 , 0
5 , 58920 , 1
3 , 44170 , 3
7 , 44166 , 5
5 , 45959 , 0
90 , 44083 , 76
18 , 44155 , 16
3 , 61043 , 0
19 , 43806 , 1
24 , 44170 , 23
0 , 44173 , 0
4 , 58921 , 1
14 , 44159 , 13
27 , 56362 , 22
21 , 44152 , 12
3 , 44170 , 3
42 , 41995 , 38
0 , 44173 , 0
1 , 50867 , 0
0 , 44173 , 0
3 , 53738 , 0
78 , 44098 , 5
6 , 44167 , 5
0 , 44173 , 0
27 , 60519 , 1
4 , 44169 , 2
6 , 51646 , 1
1 , 44172 , 0
3 , 44170 , 0
1013 , 61171 , 10
7 , 42704 , 0
7 , 61120 , 2
1 , 44172 , 0
5 , 44168 , 2
1 , 44172 , 0
10 , 57827 , 0
63 , 44110 , 47
43 , 60510 , 24
7 , 44166 , 2
33 , 44140 , 29
45 , 44128 , 44
14 , 57546 , 2
1 , 44172 , 1
2 , 44171 , 0
21 , 60352 , 5
5 , 44168 , 1
39 , 58240 , 27
50 , 44123 , 49
13 , 44160 , 7
20 , 61107 , 0
0 , 44173 , 0
154 , 53662 , 144
1 , 44172 , 0
126 , 44047 , 88
0 , 44173 , 0
15 , 44066 , 12
7 , 44166 , 4
0 , 44173 , 0
17 , 50581 , 12
5 , 42834 , 5
10 , 44163 , 4
0 , 44173 , 0
0 , 42839 , 0
0 , 44173 , 0
28 , 62306 , 16
9 , 44164 , 4
9 , 42461 , 2
3 , 44170 , 3
21 , 44152 , 21
4 , 44169 , 0
2 , 44171 , 0
3 , 44170 , 3
3 , 44170 , 0
0 , 42839 , 0
4 , 44170 , 0
0 , 44173 , 0
1 , 44172 , 1
10 , 44163 , 8
6 , 54297 , 1
0 , 44173 , 0
43 , 45944 , 31
3 , 44170 , 1
5 , 44180 , 0
5 , 44168 , 0
11 , 44162 , 6
21 , 55423 , 18
44 , 44129 , 43
3 , 44170 , 0
170 , 51189 , 167
9 , 44164 , 6
2 , 44171 , 1
7 , 44166 , 6
4 , 44169 , 0
1 , 44172 , 0
8 , 44033 , 0
1 , 44172 , 1
8 , 44165 , 0
11 , 44162 , 0
20 , 44075 , 14
25 , 54614 , 12
1 , 44172 , 1
1 , 44172 , 0
47 , 56984 , 26
5 , 44168 , 5
74 , 60784 , 12
0 , 44173 , 0
15 , 62408 , 3
18 , 61776 , 4
2 , 44171 , 2
7 , 44166 , 6
2 , 44171 , 0
1 , 44172 , 0
5 , 44168 , 5
15 , 43292 , 4
2 , 44171 , 0
58 , 61841 , 20
47 , 43998 , 34
11 , 44162 , 0
1 , 44172 , 0
51 , 44122 , 1
2 , 44171 , 2
14 , 44159 , 5
0 , 42839 , 0
24 , 44149 , 0
2 , 44171 , 2
17 , 44156 , 8
0 , 44173 , 0
1 , 44172 , 1
2 , 44172 , 0
1 , 44172 , 1
1 , 44172 , 0
0 , 44173 , 0
17 , 44156 , 16
2 , 44171 , 0
0 , 44173 , 0
22 , 43657 , 8
11 , 44162 , 2
5 , 58111 , 0
89 , 43123 , 57
6 , 44167 , 4
225 , 62462 , 4
18 , 44155 , 17
5 , 44168 , 5
6 , 56104 , 2
18 , 44155 , 12
0 , 44173 , 0
66 , 55478 , 59
4 , 44169 , 0
0 , 44173 , 0
5 , 58111 , 0
23 , 44150 , 2
80 , 44093 , 78
1 , 42838 , 0
1 , 44172 , 1
15 , 44026 , 5
84 , 44089 , 79
3 , 44170 , 0
13 , 44160 , 8
1 , 44172 , 1
1 , 44172 , 0
4 , 44169 , 2
16 , 62260 , 0
11 , 44162 , 3
1 , 44172 , 1
48 , 62375 , 31
2 , 44171 , 1
11 , 58105 , 1
26 , 44147 , 22
43 , 61310 , 15
75 , 40992 , 19
0 , 44173 , 0
7 , 44166 , 6
22 , 44151 , 6
60 , 43802 , 39
10 , 44163 , 9
3 , 44170 , 2
20 , 44153 , 18
0 , 44173 , 0
1 , 44172 , 1
70 , 44103 , 0
4 , 44169 , 4
48 , 57564 , 24
0 , 44173 , 0
3 , 44170 , 3
2 , 44171 , 1
60 , 58352 , 52
1 , 44172 , 0
44 , 62299 , 0
29 , 43863 , 10
2 , 44171 , 2
4 , 44169 , 3
2 , 44171 , 0
1 , 44172 , 0
0 , 42839 , 0
3 , 44170 , 2
74 , 58178 , 30
12 , 44161 , 11
1 , 44172 , 0
39 , 55407 , 23
1 , 44172 , 1
8 , 44165 , 8
3 , 44170 , 3
10 , 44051 , 1
